Species	Au_1	Au_2	Au_3	Au_4	Au_5	Au_6	HC_De_1	HC_De_2	HC_De_3	HC_Sp_1	HC_Sp_2	HC_Sp_3	HLB_De_1	HLB_De_2	HLB_De_3	HLB_Sp_1	HLB_Sp_2	HLB_Sp_3	sus_HLB_1	sus_HLB_2	sus_HLB_3	sus_HLB_4	sus_HLB_5	sus_HLB_6
uncultured organism	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	112	0	5	0	0	0	0	0	0
uncultured organism	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	96	1	3	0	0	0	0	0	0
Phytophthora palmivora	0	0	1	0	0	0	0	1	1	0	4	2	0	0	0	1	0	0	0	0	0	0	0	0
Dinothrombium pandorae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
Bursaphelenchus xylophilus	1	0	0	0	0	0	0	0	0	1	0	0	1	0	3	1	1	2	0	1	0	0	25	0
Bursaphelenchus xylophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	18	0
Globisporangium ultimum	2	3	3	7	2	2	12	3	13	13	81	9	5	0	4	27	6	27	4	0	8	4	0	5
Didymium iridis	0	0	0	0	0	0	9	0	13	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0
Kernia pachypleura	0	0	3	0	0	0	20	1	12	17	58	16	1	0	2	24	6	5	0	0	0	0	0	0
Kernia pachypleura	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	79	0	0	0	0	0	0	0	0
Kernia pachypleura	0	0	0	0	0	1	4	1	3	2	4	2	0	0	1	33	1	0	0	0	0	0	0	0
Lactococcus lactis	2	0	1	1	4	3	0	0	0	3	2	0	0	0	0	9	5	9	0	0	0	0	0	0
Lactococcus lactis	1	6	9	1	9	6	0	0	0	9	4	1	0	0	0	60	7	34	0	0	0	0	0	0
Lactococcus lactis	0	4	4	3	2	1	0	0	0	3	3	1	0	0	0	7	3	14	0	0	0	0	0	0
Lactococcus lactis	0	1	2	1	3	3	0	0	0	0	1	0	0	0	0	12	3	10	0	0	0	0	0	0
Lactococcus lactis	3	4	13	4	1	4	0	0	0	6	3	0	0	0	0	34	5	21	0	0	0	0	0	0
Lactococcus lactis	3	3	11	12	12	8	0	0	0	12	7	1	0	0	0	51	14	48	0	0	0	0	0	0
Lactococcus lactis	3	6	6	3	2	3	0	0	0	3	2	0	0	0	0	13	5	12	0	0	0	0	0	0
Lactococcus lactis	4	2	4	6	10	7	0	0	0	8	7	1	0	0	0	36	14	25	0	0	0	0	0	0
Lactococcus lactis	10	8	13	3	10	11	0	0	0	5	6	1	0	0	0	74	10	59	0	0	0	0	0	0
Pirellula staleyi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	11	2	0	4
Kribbella flavida	5	14	0	11	1	10	2	0	0	0	2	3	1	1	1	0	0	1	0	0	0	0	0	0
Spirosoma linguale	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	30	0	0	0	0	0	0	0	0
Spirosoma linguale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	1	0	0	0	0	0	0	0
Spirosoma linguale	0	1	0	0	0	0	5	2	0	0	0	1	1	5	1	1	0	0	0	0	0	0	0	0
Spirosoma linguale	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Conexibacter woesei	15	27	11	25	17	19	11	10	26	14	20	25	19	16	19	22	15	10	5	7	9	8	2	3
Conexibacter woesei	18.463	10.46	17.362	1.119	7.982	0	0	0	0	0	0	0	0	0	0	0	1.015	0	0	0	0	0	0	0
Conexibacter woesei	8.117	89.753	35.864	24.222	16.286	19.37	6	8.76	21.816	9.839	14.079	7.338	1.297	4.716	15.284	4	2.027	2.243	1.027	0.505	2.023	2	2.086	0
Conexibacter woesei	13.784	54.722	9.31	7.06	5.072	3.016	0	1.005	1.004	1.015	1.003	1.009	0	0	1.011	1	0	0	0	1.02	0	0	0	0
Conexibacter woesei	9.889	3.074	41.367	8.91	10.842	61.264	1	0	2.011	2.014	2.009	3.072	0	2.007	0	1	5.077	1.04	0	0	0	0	0	0
Conexibacter woesei	31.475	19.371	58.414	61.572	63.133	90.769	3	4.356	37.947	23.02	26.148	23.116	2.813	2.312	2.03	27	18.305	3.399	0	0.505	0	0	0	0
Conexibacter woesei	3	19	10	16	22	18	4	3	6	21	1	5	0	4	2	5	1	1	1	0	0	0	0	0
Archaeoglobus profundus	0	0	1	1	0	0	2	0	8	5	0	1	16	0	0	3	1	2	0	0	0	0	0	0
uncultured bacterium 282	0	0	0	0	0	0	1	3	0	0	1	0	1	1	1	0	0	2	1	0	1	31	7	7
uncultured bacterium 66	20	7	8	8	5	14	0	3	2	5	1	9	3	13	4	4	2	2	2	4	1	2	2	3
uncultured bacterium 66	11	7	2	3	0	3	0	0	0	2	1	1	2	11	0	0	1	0	1	0	0	0	0	0
uncultured bacterium 66	3	1	1	2	0	4	0	0	1	1	0	1	1	1	1	0	1	0	0	4	0	1	0	0
uncultured bacterium 66	143	45	62	89	18	45	10	4	8	11	8	48	7	50	26	3	16	0	6	1	10	6	0	6
uncultured bacterium 92	49	11	56	8	14	16	7	3	2	5	7	6	3	8	3	3	9	4	2	11	2	5	9	1
uncultured bacterium 59	8	10	9	3	3	4	1	0	1	0	1	0	3	1	1	0	1	1	0	2	3	0	3	0
uncultured bacterium 213	20	11	22	5	8	24	0	2	1	2	3	5	1	3	3	7	7	1	2	8	4	0	3	1
uncultured bacterium 126	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	5	1
Cupriavidus metallidurans	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	0	0	0	0	0
Cupriavidus metallidurans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	9
Pseudomonas alcaligenes	5	13	6	7	19	4	1	5	5	8	16	4	2	2	10	15	4	44	0	0	1	0	0	0
Escherichia coli	1.038	0	0	0	0	0	0	0	0	46.105	0	0	0	0	0	0	1	2	0	0	0	0	0	0
Verrucomonas bifida	0	0	0	0	0	0	0	0	1	0	4	1	2	0	0	1	0	1	0	0	0	0	0	0
Pantoea ananatis	0	0	0	0	0	0	0	1	1	22	5	21	0	0	15	14	3	146	0	0	0	0	0	0
Pantoea ananatis	0	0	0	0	0	0	0	0	0	9.813	1	1	0	0	0	0	0	5.315	0	0	0	0	0	0
Pantoea ananatis	0	0	0	0	0	0	0	0	1	12	3	2	0	0	1	4	0	30	0	0	0	0	0	0
uncultured organism MedDCM-OCT-S09-C213	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	48	0	0	0	0	0	0	0	0
Nitrosococcus halophilus	0	0	0	0	0	0	0	0	0	0	0	0	2	18	0	0	0	1	0	0	0	0	0	0
Nitrosococcus halophilus	1	0	1	0	0	0	0	0	0	1	1	0	12	40	0	0	0	3	0	0	0	0	0	0
Nitrosococcus halophilus	0	5	0	100	0	7	74	39	5	4	5	18	0	3	1	73	4	21	0	0	0	0	0	0
Nitrosococcus halophilus	5	1	3	12	11	5	3	7	47	34	17	11	3	8	4	5	1	2	0	0	0	0	0	0
Enterobacter cloacae	2	0	0	0	1	4	0	0	0	3	0	0	0	0	2	2	0	1	0	0	0	0	0	0
Enterobacter cloacae	12	3	2	2	2	1	0	0	1	249	8	4	0	0	14	85.386	5	352.215	1	0	0	0	0	3
Caulobacter segnis	40	9	39	33	5	27	15	13	12	15	15	10	2	5	5	29	28	7	3	1	4	5	0	4
Paraburkholderia atlantica	12	9	0	7	10	15	0	7	9	5	3.784	9	3	3	14	9	12	12.57	1	0	0	4	0	9.583
Paraburkholderia atlantica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
Paraburkholderia atlantica	3	5	3	7	18	3	12	21	13	2	2	2	16	4	15	0	3	7	0	0	0	0	0	0
Paraburkholderia atlantica	17	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Paraburkholderia atlantica	8	3	1	0	3	8	1	2	1	4	2	3	0	2	0	3	8	3	2	0	1	7	2	5
Paraburkholderia atlantica	24	14	1	0	8	0	1	2	0	6	1	6	10	0	3	2	2	18	0	0	0	1	0	0
Pseudomonas sp. 2663	0	0	0	0	3	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
Desulfurivibrio alkaliphilus	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
Ancylobacter novellus	2	0	3	2	6	2	4	0	4	1	2	9	4	4	4	8	5	3	0	0	0	0	0	0
Ancylobacter novellus	5	2	4.861	7	4	10	4.861	6	2	5	10	1	5	6	5	34	5	11.948	12	8	16	12.492	14.841	8
Streptomyces bingchenggensis	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	1	0	0	0	0	0	0
uncultured Sphingobacteriales bacterium HF0010_19H17	18	0	0	61	1	16	3	0	0	0	2	0	3	0	0	2	1	3	0	0	0	0	0	0
uncultured alpha proteobacterium HF0070_14E07	12.05	17.078	47.107	18.817	20.197	10.678	10.398	16.437	16.507	68.291	44.156	19.945	34.025	23.53	13.455	14.068	51.444	12.963	6.778	4.982	11.771	8.75	2.265	5.911
uncultured alpha proteobacterium HF0130_06E21	68.346	37.753	101.332	78.642	92.6	60.341	97.169	84.879	200.521	167.509	183.731	141.799	143.455	61.405	115.652	191.944	122.72	188.878	24.899	40.575	29.667	31.992	26.514	49.032
uncultured alpha proteobacterium HF0130_20P23	5	3	5	0	5	3	1	2	1	3	3	1	57	3	5	3	2	2	5	1	0	1	0	0
uncultured Chloroflexi bacterium HF0200_09I09	16.135	15.696	34.137	9.76	28.054	10.903	7.015	8.349	13.522	17.758	29.234	18.201	6.198	8.162	14.77	18.154	19.736	11.464	16.435	15.641	12.848	11.979	13.44	7.272
uncultured Chloroflexi bacterium HF0200_09I09	41.596	18.032	18.918	17.587	17.894	18.039	7.336	10.61	10.678	14.717	7.839	10.293	4.739	11.214	7.516	10.127	4.872	4.727	15.646	11.225	32.983	10.168	6.876	6.525
uncultured delta proteobacterium HF0200_19J16	3	2	3	0	1	1.175	17	8.276	4	6	13	21.089	43.455	7	30	11.307	3	23	3	2	3	1	4	3
uncultured Acidobacteriales bacterium HF0200_23L05	63	37	75	25	46	54	50	63	49.587	40	53	42	72	76	52	38	49	34	97	65	65	36	64	65
uncultured Acidobacteriales bacterium HF0200_23L05	22.151	28.676	25.431	22.643	25.618	11.941	30.332	42.616	32.593	30.076	25.629	24.368	82.873	36.298	48.415	69.251	28.627	55.352	52.566	25.792	46.507	30.762	38.614	28.975
uncultured delta proteobacterium HF0200_39N20	2.617	6.527	5.268	0	1.456	0	9.669	13.475	6.793	4.715	17.27	44.78	11.428	4.711	9.287	9.291	0	9.745	5.43	3.151	2.807	2.286	1.019	4.292
uncultured Rhodobacterales bacterium HF4000_03E16	58.936	117.821	135.354	73.235	90.814	150.091	42.886	55.376	30.121	44.001	51.408	31.381	38.387	36.439	38.324	63.942	46.776	61.132	24.232	25.987	47.6	77.445	39.167	99.35
uncultured delta proteobacterium HF4000_08N17	53.521	17.148	50.301	22.786	21.062	27.792	44.48	29.177	17.017	437.484	61.451	31.146	10.743	15.36	51.021	220.77	65.836	907.017	21.037	34.786	27.345	24.823	30.886	56.353
uncultured delta proteobacterium HF4000_08N17	26.431	32.826	27.385	6.272	30.243	8.102	58.399	50.804	66.291	36.293	72.664	63.125	113.87	51.506	88.369	100.909	52.302	72.188	14.377	9.342	10.341	10.107	18.942	9.884
uncultured Acidobacteria bacterium HF4000_26D02	11.697	13.971	7.353	4.136	3.279	8.593	44.614	72.492	89.869	71.956	94.315	53.307	97.54	102.491	128.295	77.596	35.178	74.893	19.725	73.675	49.182	26.877	52.839	22.901
uncultured Acidobacteria bacterium HF4000_26D02	3	6	4	3	3	5	11	18.982	5	9	6	5.032	33	21	21	6	16	17	6	18	4.139	2	9	4
uncultured Acidobacteria bacterium HF4000_26D02	30.785	24.185	57.227	17.991	51.478	40.807	46	52.64	67.304	45.158	70	61	74.869	32.18	47	64.062	54.787	39	8.583	8.465	8.476	9.443	6.666	12.739
uncultured Acidobacteria bacterium HF4000_26D02	30.604	9.078	45.139	11.825	12.217	11.076	58.149	26.205	15.427	35.164	17.057	31.68	69.154	52.288	76.008	48.75	22.162	34.411	16.08	17.51	21.694	12	20.997	11.482
uncultured Acidobacteria bacterium HF4000_26D02	0	0	0	0	0	0	0	0	1	1	1	1	2	1	0	1	0	0	0	12	6	1	4	2
uncultured Acidobacteria bacterium HF4000_26D02	55.732	27	74.44	39.845	54	39.705	32	46.615	29.992	34	33	36	25.395	38.82	25	26.938	45	22.245	61.511	119.847	88.309	36.557	88.225	57.404
uncultured delta proteobacterium HF0010_08B07	50	50	52	72	55	52	30	36	46	40	45	41	30	17	39	32	27	21.883	21	20	17	13	11	9
uncultured Sphingomonadales bacterium HF0500_24B12	31	67.109	88.332	45	62	79	36	26	16	33	34	27	25	19.14	13	33.099	51.423	58	8	12	16.139	59	18	35
uncultured Sphingomonadales bacterium HF0500_24B12	1.689	0	1.502	0	0	0	5.014	7.265	15.916	4.805	10.444	10.994	11.379	1.699	16.774	22.758	8.166	7.595	0	0	0	0	0	0
uncultured Sphingomonadales bacterium HF0500_24B12	0	6.223	13.187	0	0	3.712	7.616	3.183	21.743	30.413	13.515	11.258	44.311	32.386	20.268	7.082	10.651	21.517	0	0	0	0	0	0
uncultured Sphingomonadales bacterium HF0500_24B12	15.362	0	0	16.062	12.766	10.553	11.367	47.829	5.231	0	16.04	5.666	0	23.675	4.606	13.703	0	23.506	29.201	71.825	33.658	12.791	59.317	17.838
uncultured Sphingomonadales bacterium HF0500_24B12	57.62	148.915	136.729	72.805	80.806	136.828	19.529	24.943	22.527	57.612	69.284	45.272	37.389	21.582	15.913	88.357	66.619	52.739	34.342	21	38	92.88	71.916	73.941
uncultured actinobacterium HF0500_35G12	80.126	62.779	52.6	97.752	63.547	109.495	43.879	40.677	62.214	75.854	60.711	50.895	52.403	16.619	35.033	61.255	30.981	85.872	68.332	41.134	84.082	70.97	49.496	43.638
uncultured actinobacterium HF0500_35G12	5.165	3.009	3.106	1.262	5.654	3.36	15.023	41.659	40.73	13.399	8.847	17.72	85.334	62.151	82.758	49.59	24.725	39.217	17.676	56.317	25.243	7.601	44.735	20.417
uncultured nuHF1 cluster bacterium HF0770_35I22	25.469	16.85	17.985	23.196	29.522	27.124	45.792	47.197	53.303	182.908	80.053	68.818	64.233	38.274	63.464	130.546	53.322	489.803	59.438	29.63	39.583	50.472	33.791	59.504
Waddlia chondrophila	8	7	11	3	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Waddlia chondrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pantoea vagans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Chlamydia pneumoniae	1	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter oleivorans	18	1	1	1	3	2	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
Acinetobacter oleivorans	1	1	0	0	3	0	0	0	0	152	24	0	0	0	0	0	1	2	0	0	0	0	0	0
Acinetobacter oleivorans	9	2	1.5	2	4	0	1	0	1	136.886	17	0	0	0	0	4	6	31.113	0	0	0	0	0	1
Acinetobacter oleivorans	22	7	9	1	2	8	0	0	0	267.724	46.535	3.21	0	0	0	18.547	4	31.607	0	0	0	1	0	1
Acinetobacter oleivorans	4	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
Acinetobacter oleivorans	4	1	0	4	0	0	0	0	0	16	1	0	0	0	0	1	0	1	0	0	0	0	0	0
Acinetobacter oleivorans	31	2	17	4	2	1	0	0	0	244	36	4	0	0	0	6	5	13	0	0	0	0	0	0
Acinetobacter oleivorans	14	1	5	1	2	3	0	0	0	210	38	2	0	0	1	7	3	18	0	0	0	0	0	0
Acinetobacter oleivorans	16	3	17	2	4	5	0	0	0	259	41	0	0	0	0	16	2	6	0	0	1	0	0	0
Acinetobacter oleivorans	6	1	1	0	0	1	0	0	0	38	10	0	0	0	0	1	0	0	0	0	0	0	0	0
Acinetobacter oleivorans	27	4	7	0	4	1	0	0	0	273	40	2	0	0	0	11	1	10	0	0	0	0	0	0
Acinetobacter oleivorans	7	0	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0
Acinetobacter oleivorans	7	1	4	0	2	0	0	0	0	180	28	2	0	0	0	3	2	8	0	0	0	0	0	0
Acinetobacter oleivorans	3	0	0	2	1	0	0	0	0	135	18	0	0	0	0	3	1	3	0	0	0	0	0	0
Acinetobacter oleivorans	7	1	6	0	1	2	0	0	0	75.961	3	0	0	0	0	2	0	3	0	0	0	0	0	0
Acinetobacter oleivorans	23	2	10	3	4	1	0	0	0	200.785	34	0	0	0	3	17	3	50.564	0	0	1	0	0	0
Acinetobacter oleivorans	3	0	0	0	0	0	0	0	0	41	3	1	0	0	0	1	1	1	0	0	0	0	0	0
Acinetobacter oleivorans	8	1	1	0	2	0	0	0	0	29	10	0	0	0	0	0	1	2	0	0	0	0	0	0
Acinetobacter oleivorans	0	1	1	0	0	0	0	0	0	27	5	0	0	0	0	0	1	0	0	0	0	0	0	0
Acinetobacter oleivorans	38	9	20	7	6	6	0	0	0	538	63	3	0	0	0	23	11	19	0	0	0	0	0	0
Acinetobacter oleivorans	5	0	3	2	1	3	0	0	0	73	19	0	0	0	0	3	0	3	0	0	0	0	0	0
Acinetobacter oleivorans	6	5	2	0	1	1	0	0	0	70	11	0	0	0	0	2	2	3	0	0	0	0	0	0
Acinetobacter oleivorans	14	2	9	0	2	1	0	0	0	212	41	0	0	0	0	7	6	6	0	0	0	0	0	0
Acinetobacter oleivorans	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Acinetobacter oleivorans	11	2	4	1	2	1.615	0	0	0	0	2	1.236	0	0	0	1	0	3.446	0	0	0	0	0	0
Acinetobacter oleivorans	5	4	4	1	2	4	0	0	0	117	17	3	0	0	0	2	3	2	0	0	0	0	0	0
Acinetobacter oleivorans	35	6	7	3	3	5	0	0	0	270	49	1	0	0	0	8	1	14	0	0	0	0	0	0
Nitrosococcus watsonii	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	5	12	7	3	3	4
Lactococcus cremoris	0	5	4	1	2	3	0	0	0	2	3	1	0	0	0	12	1	10	0	0	0	0	0	0
Dirofilaria immitis	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	6	0
Dirofilaria immitis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	13	0
Pantoea vagans	0	0	0	0	1	0	0	0	0	27.187	4	2	0	0	1.243	9.119	5	176.625	0	0	0	0	0	1
Pantoea vagans	0	0	0	0	0	0	0	0	0	12	2	0	0	0	3	1	1	57	0	0	0	0	0	0
Pantoea vagans	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	1	26	0	1	0	0	0	0
Pantoea vagans	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	8	0	0	0	0	0	0
Pantoea vagans	0	0	1	0	0	1	0	0	0	20	6	7	0	0	2	5	1	97	0	0	0	1	0	1
Pantoea vagans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
Pantoea vagans	0.5	0	0	0	0	0	0	0	0	17.288	3.218	0	0	0	1.273	2.347	1	119.113	0	0	0	1	0	0
Pantoea vagans	0.5	0	0	0	0	0	0	0	0	5.712	5.39	2	0	0	5.727	2.347	2	50.581	0	0	0	0	0	0
Nostoc flagelliforme	0	0	4	0	1	0	2	10	4	5	11	2	0	1	2	1	1	2	0	0	0	0	0	0
Ketogulonicigenium vulgare	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
Erwinia sp. Ejp617	0	0	0	0	1	1	0	0	0	20	3	1	0	0	0	8	4	52	0	0	0	0	0	0
Erwinia sp. Ejp617	1	1	0	0	0	0	0	0	0	44.575	0	0	0	0	5	2.39	2.735	37.709	0	0	0	0	0	0
Rhodomicrobium vannielii	1	0	0	3	1	1	1	4	2	6	7	9	3	2	4	0	0	3	0	0	0	0	0	0
Assulina muscorum	0	0	0	0	0	1	7	2	2	9	4	5	0	0	0	4	2	2	0	0	0	0	0	0
Pseudomonas putida	1	1	5	1	1	6	0	0	0	43	7	1	1	0	8	11	4	85	0	0	0	0	0	3
Pseudomonas putida	0	0	2	0	1	0	0	0	0	20	2	0	0	0	8	11	2	53.972	0	0	0	0	0	1
Pseudomonas putida	0	0	0	0	3	0	1	0	0	2	0	0	0	0	1	1	0	18	0	0	0	0	0	1
Pseudomonas putida	0	0	0	0	0	1	0	0	0	36	2	0	0	0	11	9	2	59	0	0	0	2	0	3
Mesocriconema xenoplax	3	3	2	0	0	0	0	5	2	0	4	0	3	0	0	1	0	1	0	2	0	0	54	0
Mesorhizobium plurifarium	0	0	1.038	0	0	0	1.375	0	0	0	1.191	0	0	0	1	0	0	1	0	0	2	0	0	2
Asticcacaulis excentricus	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	14	0	1	0	0	0	0	0	0
Pantoea sp. At-9b	0	0	0	0	0	0	0	0	0	7	3	1	0	0	1	1	1	19	0	0	0	0	0	0
Mesorhizobium ciceri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	3
Terriglobus saanensis	1	0	3	1	2	5	16	30	45	28	78	69	11	8	17	33	42	6	0	0	0	0	0	0
Terriglobus saanensis	1	0	0	0	0	1	0	4	3	6	3	15	1	0	3	3	2	1	0	0	0	0	0	0
Terriglobus saanensis	0	0	0	1	0	0	2	0	0	0	3	4	0	2	0	1	0	0	0	0	0	0	0	0
Terriglobus saanensis	1	0	1	0	0	0	2	13	6	3	9	5	4	1	7	4	1	4	0	0	0	0	0	0
Terriglobus saanensis	1	0	0	0	3	2	12	12	11	22	21	36	10	3	9	18	5	6	0	0	0	0	0	0
Terriglobus saanensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	41	3	1
Terriglobus saanensis	0	0	0	7.694	0	1	10	10	9.799	35	22.042	28.468	0	1	5	20	2	1	0	0	0	0	0	0
Terriglobus saanensis	0	7	0	2	0	0	6	2	20	10	3	12	6	3	1	5	0	1	0	0	0	0	0	0
Terriglobus saanensis	3	0	0	0	0	5	10	4	21	12	14	16	22	5	29	13	10	15	0	0	0	0	0	0
Schmidtea mediterranea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0
Schmidtea mediterranea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.641	0	0	0	0	0	0	0
Granulicella tundricola	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Granulicella tundricola	0	1	0	0	0	0	13	0	2	0	0	3	1	2	0	20	0	7	0	0	0	0	0	0
Granulicella tundricola	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	5	1	0	0	0	0	0	0	0
Granulicella tundricola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9	0
Rahnella aceris	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	23	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	3	3	1	0	0	2	3	1	27	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	23	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	5.617	0	0	1	0	0	3	1	37.38	0	1	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	13	0	0	0	0	0	0
Rahnella aceris	0	0	1	0	0	0	0	0	0	34	4	1	0	0	0	9	3	112.241	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	26	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	1	1	56	0	0	0	0	0	0
Rahnella aceris	1	1	0	0	2	0	0	0	0	4	0	0	0	0	0	3	1	55	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
Rahnella aceris	0	1	0	0	0	0	0	0	0	10	0	0	0	0	1	2	1	43.522	1	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	34.644	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	38	2	1	0	0	0	4	2	50	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	46	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	19	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	14	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	13	1	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	2	0	25.339	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	2	1	44	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	11	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.531	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	37	0	0	0	0	0	0
Rahnella aceris	1	0	1	0	0	0	0	0	1	4	0	0	1	0	1	1	0	38	0	0	1	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0
